g	s	f
AC005042.4	19	f-38
AC005042.4	40	f-35
AC005042.4	86	f-12
AC005062.2	1	f-14
AC005062.2	3	f-36
AC005071.1	1	f-35
AC005071.1	2	f-12
AC005076.5	1	f-390
AC005077.12	337	f-91
AC005077.12	4	f-14
AC005077.14	2	f-14
AC005077.14	293	f-91
AC005077.14	333	f-12
AC005077.7	1	f-390
AC005077.7	2	f-92
AC005077.7	345	f-91
AC005077.8	256	f-91
AC005082.1	2	f-391
AC005082.1	9	f-27
AC005082.12	1	f-28
AC005082.12	113	f-35
AC005082.12	22	f-27
AC005082.12	228	f-92
AC005082.12	289	f-12
AC005082.12	3	f-14
AC005082.12	89	f-36
AC005083.1	13	f-27
AC005086.1	7	f-42
AC005086.2	1	f-14
AC005086.2	11	f-392
AC005086.4	1	f-14
AC005104.3	112	f-390
AC005104.3	123	f-38
AC005104.3	126	f-35
AC005104.3	148	f-92
AC005104.3	171	f-42
AC005104.3	2	f-14
AC005104.3	2	f-91
AC005104.3	50	f-28
AC005104.3	55	f-392
AC005104.3	65	f-27
AC005104.3	65	f-36
AC005104.3	65	f-39
AC005104.3	82	f-391
AC005104.3	85	f-37
AC005152.2	1	f-14
AC005152.3	1	f-14
AC005152.3	2	f-38
AC005154.6	103	f-36
AC005154.6	110	f-91
AC005154.6	121	f-37
AC005154.6	121	f-391
AC005154.6	123	f-38
AC005154.6	125	f-35
AC005154.6	130	f-392
AC005154.6	130	f-92
AC005154.6	131	f-390
AC005154.6	136	f-39
AC005154.6	137	f-28
AC005154.6	141	f-42
AC005154.6	144	f-27
AC005154.6	243	f-12
AC005154.6	26	f-14
AC005154.7	16	f-42
AC005154.7	23	f-92
AC005154.7	28	f-27
AC005154.7	31	f-391
AC005154.7	46	f-37
AC005154.7	46	f-38
AC005154.7	50	f-36
AC005154.7	58	f-390
AC005154.7	62	f-39
AC005154.7	63	f-392
AC005154.8	1	f-14
AC005154.8	108	f-390
AC005154.8	111	f-391
AC005154.8	112	f-27
AC005154.8	137	f-38
AC005154.8	138	f-42
AC005154.8	139	f-28
AC005154.8	139	f-39
AC005154.8	142	f-92
AC005154.8	152	f-36
AC005154.8	172	f-12
AC005154.8	65	f-37
AC005154.8	78	f-91
AC005154.8	88	f-392
AC005154.8	98	f-35
AC005161.1	8	f-391
AC005162.4	6	f-28
AC005162.5	1	f-27
AC005197.2	1	f-14
AC005220.1	1	f-13
AC005220.3	1	f-14
AC005224.2	1	f-39
AC005224.2	12	f-92
AC005224.2	4	f-14
AC005229.7	2	f-91
AC005235.1	1	f-14
AC005235.1	32	f-392
AC005237.2	5	f-391
AC005237.4	1	f-14
AC005237.4	2	f-92
AC005253.2	1	f-42
AC005253.2	2	f-36
AC005258.3	1	f-14
AC005262.2	5	f-12
AC005264.2	1	f-39
AC005264.2	3	f-14
AC005264.2	3	f-35
AC005280.1	1	f-392
AC005281.1	13	f-390
AC005281.1	4	f-35
AC005281.2	1	f-35
AC005304.1	1	f-35
AC005304.1	11	f-39
AC005304.1	17	f-36
AC005304.1	19	f-91
AC005304.1	3	f-14
AC005304.1	31	f-391
AC005306.3	2	f-12
AC005307.1	1	f-14
AC005307.1	1	f-91
AC005307.3	3	f-39
AC005307.3	72	f-91
AC005307.3	9	f-14
AC005324.6	1	f-91
AC005324.7	24	f-390
AC005336.1	1	f-14
AC005336.5	148	f-37
AC005357.1	1	f-391
AC005357.1	2	f-42
AC005361.1	115	f-13
AC005363.9	188	f-12
AC005391.3	1	f-14
AC005394.1	1	f-91
AC005477.1	1	f-14
AC005481.5	1	f-14
AC005481.5	16	f-36
AC005484.5	2	f-12
AC005488.1	1	f-14
AC005488.1	1	f-35
AC005498.3	1	f-14
AC005498.3	88	f-27
AC005498.4	1	f-27
AC005498.4	1	f-37
AC005517.3	1	f-390
AC005517.3	12	f-37
AC005517.3	17	f-35
AC005517.3	2	f-27
AC005517.3	5	f-39
AC005517.3	62	f-391
AC005519.4	59	f-36
AC005519.4	62	f-27
AC005519.4	62	f-391
AC005519.4	62	f-392
AC005519.4	63	f-35
AC005519.4	63	f-38
AC005519.4	64	f-91
AC005519.4	65	f-28
AC005519.4	65	f-39
AC005519.4	65	f-42
AC005519.4	66	f-390
AC005519.4	68	f-92
AC005519.4	74	f-37
AC005522.6	1	f-38
AC005522.7	1	f-14
AC005523.2	11	f-12
AC005523.3	2	f-35
AC005523.3	5	f-392
AC005532.5	1	f-391
AC005532.5	10	f-92
AC005532.5	11	f-37
AC005532.5	19	f-390
AC005532.5	19	f-42
AC005532.5	2	f-27
AC005532.5	26	f-39
AC005532.5	26	f-91
AC005532.5	37	f-12
AC005532.5	6	f-14
AC005532.5	8	f-38
AC005534.6	2	f-14
AC005534.9	2	f-14
AC005537.2	1	f-35
AC005537.2	2	f-391
AC005539.2	1	f-37
AC005540.3	1	f-14
AC005549.1	1	f-38
AC005549.1	12	f-390
AC005549.2	3	f-42
AC005562.1	1	f-14
AC005562.1	608	f-390
AC005562.1	608	f-92
AC005562.1	680	f-38
AC005562.1	681	f-391
AC005562.1	685	f-36
AC005562.1	686	f-37
AC005562.1	688	f-392
AC005562.1	694	f-35
AC005562.1	700	f-39
AC005562.1	710	f-42
AC005562.1	719	f-28
AC005582.1	2	f-13
AC005614.5	234	f-12
AC005616.1	1	f-14
AC005616.1	87	f-91
AC005618.6	7	f-39
AC005624.2	1	f-14
AC005625.1	60	f-12
AC005631.1	1	f-27
AC005631.1	1	f-42
AC005682.5	1	f-35
AC005682.5	1	f-391
AC005682.5	112	f-12
AC005682.5	129	f-28
AC005682.5	134	f-27
AC005682.5	15	f-392
AC005682.5	16	f-38
AC005682.5	26	f-91
AC005682.5	28	f-37
AC005682.5	30	f-390
AC005682.5	6	f-14
AC005682.6	1	f-12
AC005682.6	1	f-36
AC005682.6	2	f-14
AC005682.6	22	f-390
AC005682.6	5	f-35
AC005682.6	55	f-391
AC005682.6	6	f-91
AC005682.6	64	f-37
AC005682.6	88	f-392
AC005682.7	5	f-92
AC005682.7	8	f-27
AC005682.8	2	f-14
AC005702.1	1	f-14
AC005702.1	60	f-37
AC005702.2	1	f-14
AC005702.3	2	f-14
AC005702.4	25	f-391
AC005702.4	3	f-14
AC005702.4	36	f-12
AC005702.4	4	f-392
AC005722.4	10	f-392
AC005726.8	3	f-13
AC005740.4	1	f-14
AC005757.6	1	f-14
AC005775.2	1	f-14
AC005776.1	1	f-28
AC005779.1	2	f-14
AC005780.1	128	f-390
AC005780.1	181	f-38
AC005780.1	186	f-92
AC005780.1	249	f-37
AC005780.1	264	f-392
AC005780.1	347	f-35
AC005780.1	397	f-36
AC005780.1	74	f-391
AC005780.1	8	f-14
AC005785.2	4	f-392
AC005786.3	4	f-42
AC005786.7	1	f-12
AC005789.11	1	f-14
AC005808.3	1	f-91
AC005808.3	13	f-390
AC005822.1	5	f-35
AC005831.1	100	f-392
AC005831.1	109	f-38
AC005831.1	112	f-390
AC005831.1	114	f-391
AC005831.1	31	f-92
AC005831.1	4	f-28
AC005831.1	4	f-36
AC005831.1	47	f-27
AC005831.1	47	f-91
AC005831.1	54	f-35
AC005831.1	59	f-37
AC005831.1	90	f-42
AC005831.1	98	f-39
AC005841.1	1	f-39
AC005841.1	2	f-14
AC005841.1	3	f-91
AC005863.1	7	f-13
AC005943.5	1	f-35
AC005962.1	69	f-13
AC006000.5	1	f-35
AC006014.1	1	f-14
AC006014.8	1	f-14
AC006022.4	1	f-91
AC006022.4	1	f-92
AC006024.4	1	f-35
AC006026.13	1	f-14
AC006026.13	16	f-92
AC006026.9	1	f-36
AC006026.9	4	f-92
AC006033.22	2	f-91
AC006041.1	1	f-27
AC006041.1	1	f-392
AC006042.6	4	f-14
AC006042.6	5	f-38
AC006042.6	70	f-27
AC006042.8	1	f-14
AC006042.8	2	f-28
AC006050.2	1	f-392
AC006050.2	2	f-14
AC006050.2	3	f-390
AC006050.2	63	f-35
AC006070.12	1	f-42
AC006111.1	11	f-12
AC006111.1	29	f-392
AC006115.1	1	f-27
AC006115.1	1	f-91
AC006115.6	1	f-92
AC006116.1	1	f-14
AC006116.1	1	f-42
AC006116.12	1	f-42
AC006116.13	1	f-392
AC006116.17	4	f-391
AC006116.19	2	f-392
AC006116.20	1	f-14
AC006116.21	4	f-27
AC006116.24	11	f-92
AC006126.3	1	f-14
AC006126.3	2	f-392
AC006126.4	1	f-14
AC006129.1	11	f-42
AC006129.1	12	f-36
AC006129.1	12	f-92
AC006129.1	2	f-35
AC006129.1	2	f-39
AC006129.1	2	f-391
AC006129.1	3	f-14
AC006129.1	9	f-37
AC006129.2	11	f-14
AC006129.4	1	f-390
AC006129.4	10	f-35
AC006129.4	10	f-37
AC006129.4	15	f-92
AC006129.4	2	f-391
AC006129.4	2	f-392
AC006129.4	2	f-91
AC006129.4	29	f-12
AC006129.4	4	f-14
AC006129.4	9	f-42
AC006130.1	1	f-37
AC006130.1	12	f-92
AC006130.1	4	f-35
AC006160.5	1	f-14
AC006160.5	1	f-37
AC006160.5	14	f-36
AC006160.5	2	f-28
AC006195.2	4	f-37
AC006226.4	7	f-13
AC006262.4	1	f-14
AC006262.4	8	f-37
AC006262.5	1	f-14
AC006262.6	2	f-38
AC006272.1	2	f-14
AC006273.4	2	f-38
AC006273.7	2	f-390
AC006277.2	1	f-36
AC006277.2	5	f-391
AC006369.2	25	f-35
AC006369.2	3	f-14
AC006369.2	41	f-12
AC006369.2	55	f-36
AC006369.2	55	f-38
AC006369.2	55	f-39
AC006369.2	55	f-91
AC006369.2	55	f-92
AC006369.2	56	f-390
AC006369.2	56	f-392
AC006369.2	57	f-37
AC006369.2	58	f-391
AC006369.3	1	f-27
AC006372.1	1	f-14
AC006372.4	1	f-14
AC006372.6	2	f-39
AC006372.6	4	f-14
AC006378.2	1	f-14
AC006445.7	1	f-42
AC006445.7	66	f-38
AC006460.2	1	f-42
AC006465.3	12	f-14
AC006465.4	2	f-39
AC006480.1	1	f-92
AC006480.1	2	f-14
AC006482.1	1	f-27
AC006483.5	1	f-14
AC006483.5	2	f-36
AC006483.5	4	f-27
AC006499.4	1	f-14
AC006499.8	1	f-92
AC006509.6	1	f-14
AC006534.1	1	f-37
AC006538.1	1	f-35
AC006538.1	13	f-12
AC006538.1	2	f-14
AC006539.1	1	f-14
AC006539.1	1	f-27
AC006539.1	2	f-391
AC006539.3	1	f-14
AC006539.3	2	f-42
AC006547.13	1	f-35
AC006547.13	1	f-391
AC006547.13	6	f-14
AC006547.14	5	f-37
AC006547.14	7	f-14
AC006547.8	2	f-12
AC006557.1	1	f-390
AC006942.4	1	f-14
AC006946.15	1	f-392
AC006946.15	7	f-27
AC006946.15	9	f-14
AC006946.16	1	f-35
AC006946.16	1	f-91
AC006946.16	1	f-92
AC006946.16	2	f-28
AC006946.17	1	f-37
AC006947.1	3	f-390
AC006960.5	1	f-392
AC006960.5	4	f-92
AC006960.7	12	f-35
AC006978.6	1	f-14
AC006994.2	4	f-91
AC007000.10	1	f-14
AC007000.10	3	f-391
AC007000.11	1	f-14
AC007000.12	9	f-14
AC007009.2	1	f-390
AC007009.2	4	f-35
AC007016.3	1	f-36
AC007036.4	4	f-39
AC007036.6	2	f-14
AC007036.6	3	f-392
AC007038.7	3	f-14
AC007038.7	5	f-91
AC007040.11	2	f-92
AC007040.3	2	f-39
AC007040.6	3	f-39
AC007040.6	8	f-391
AC007040.6	9	f-27
AC007040.7	1	f-14
AC007040.7	15	f-37
AC007040.8	14	f-12
AC007040.8	5	f-14
AC007040.8	53	f-27
AC007041.2	2	f-39
AC007041.2	2	f-391
AC007050.18	4	f-14
AC007078.4	2	f-92
AC007099.1	2	f-390
AC007099.2	1	f-14
AC007114.1	1	f-39
AC007114.1	1	f-390
AC007126.1	1	f-36
AC007128.1	13	f-35
AC007131.1	1	f-392
AC007163.10	1	f-42
AC007163.3	1	f-27
AC007182.6	1	f-12
AC007182.6	30	f-391
AC007192.6	6	f-12
AC007193.6	1	f-36
AC007193.8	2	f-12
AC007193.9	24	f-12
AC007204.1	59	f-92
AC007204.2	1	f-14
AC007204.2	1	f-391
AC007228.11	1	f-390
AC007228.11	1	f-91
AC007228.11	15	f-38
AC007228.11	2	f-92
AC007228.11	3	f-14
AC007228.11	3	f-392
AC007228.11	8	f-36
AC007228.5	2	f-14
AC007228.5	7	f-391
AC007228.9	1	f-35
AC007228.9	23	f-392
AC007229.3	7	f-390
AC007237.2	23	f-37
AC007237.2	5	f-392
AC007238.1	15	f-27
AC007238.1	5	f-42
AC007246.3	3	f-14
AC007248.6	1	f-39
AC007248.6	8	f-12
AC007248.7	1	f-390
AC007248.7	254	f-91
AC007248.7	4	f-39
AC007249.3	1	f-37
AC007251.2	8	f-36
AC007255.7	2	f-14
AC007255.8	1	f-14
AC007255.8	1	f-27
AC007255.8	2	f-390
AC007256.5	2	f-39
AC007271.3	1	f-392
AC007272.3	1	f-14
AC007278.1	1	f-301
AC007278.2	109	f-39
AC007278.2	35	f-37
AC007278.2	396	f-12
AC007278.2	5	f-14
AC007278.3	165	f-39
AC007278.3	5	f-390
AC007278.3	55	f-91
AC007278.3	7	f-14
AC007278.3	776	f-12
AC007279.2	26	f-37
AC007283.4	1	f-14
AC007283.5	5	f-14
AC007285.6	1	f-39
AC007285.6	44	f-92
AC007292.1	1	f-392
AC007292.1	2	f-391
AC007292.4	7	f-39
AC007292.6	1	f-12
AC007292.6	1	f-36
AC007292.6	5	f-37
AC007292.7	1	f-14
AC007292.7	1	f-36
AC007308.6	2	f-14
AC007308.7	315	f-12
AC007318.5	1	f-35
AC007318.5	2	f-27
AC007319.1	2	f-14
AC007327.6	1	f-27
AC007327.6	1	f-42
AC007349.4	1	f-92
AC007349.4	2	f-39
AC007349.5	2	f-28
AC007362.1	1	f-14
AC007381.2	1	f-392
AC007381.2	12	f-42
AC007381.2	2	f-14
AC007381.3	2	f-14
AC007381.3	21	f-92
AC007381.3	4	f-28
AC007382.1	1	f-14
AC007383.3	5	f-35
AC007383.4	1	f-12
AC007386.2	2	f-14
AC007386.2	2	f-35
AC007386.2	9	f-390
AC007386.3	1	f-42
AC007386.3	2	f-391
AC007386.4	1	f-36
AC007386.4	16	f-35
AC007386.4	2	f-14
AC007386.4	2	f-392
AC007386.4	2	f-42
AC007386.4	21	f-92
AC007386.4	63	f-28
AC007387.2	2	f-37
AC007389.2	4	f-392
AC007389.3	1	f-392
AC007390.4	11	f-92
AC007390.4	3	f-91
AC007390.5	2	f-14
AC007390.6	2	f-14
AC007391.2	3	f-39
AC007391.2	4	f-91
AC007395.4	1	f-14
AC007395.4	104	f-28
AC007401.1	68	f-12
AC007401.2	1	f-14
AC007401.2	1	f-35
AC007401.2	5	f-28
AC007403.3	1	f-14
AC007405.2	1	f-13
AC007405.4	1	f-14
AC007405.4	4	f-38
AC007405.8	1	f-27
AC007421.1	2	f-37
AC007421.1	2	f-42
AC007450.1	1	f-28
AC007461.1	2	f-390
AC007464.1	1	f-14
AC007551.1	1	f-38
AC007551.2	1	f-390
AC007551.3	1	f-36
AC007551.3	3	f-35
AC007551.3	5	f-92
AC007556.3	2	f-14
AC007556.3	54	f-12
AC007563.3	2	f-391
AC007563.4	1	f-390
AC007618.3	1	f-36
AC007618.3	9	f-38
AC007620.3	1	f-14
AC007620.3	3	f-42
AC007679.3	1	f-39
AC007679.4	1	f-37
AC007679.4	10	f-91
AC007682.1	4	f-390
AC007690.1	3	f-91
AC007773.1	1	f-36
AC007773.2	10	f-392
AC007773.2	2	f-14
AC007787.2	15	f-391
AC007787.2	9	f-91
AC007796.1	1	f-14
AC007875.2	1	f-14
AC007879.2	1	f-91
AC007879.2	4	f-14
AC007879.3	1	f-36
AC007879.3	2	f-14
AC007879.5	6	f-14
AC007879.7	1	f-14
AC007879.7	2	f-37
AC007880.1	1	f-12
AC007880.1	2	f-27
AC007880.1	2	f-42
AC007880.1	4	f-14
AC007880.1	8	f-39
AC007881.1	1	f-28
AC007881.4	2	f-12
AC007881.4	4	f-14
AC007899.3	1	f-39
AC007899.3	1	f-391
AC007919.19	2	f-92
AC007919.2	1	f-28
AC007919.2	8	f-39
AC007938.1	113	f-13
AC007950.1	3	f-14
AC007950.1	4	f-390
AC007950.1	5	f-92
AC007952.4	1	f-14
AC007952.5	2	f-33
AC007952.5	58	f-12
AC007952.5	7	f-14
AC007952.6	2	f-14
AC007964.3	1	f-13
AC007966.1	1	f-92
AC007966.1	56	f-35
AC007969.4	1	f-27
AC007969.4	1	f-391
AC007970.1	1	f-14
AC008012.8	125	f-13
AC008060.7	2	f-39
AC008064.1	1	f-37
AC008072.1	1	f-28
AC008073.7	1	f-14
AC008073.7	1	f-38
AC008073.8	10	f-13
AC008073.9	1	f-14
AC008074.1	61	f-13
AC008074.3	1	f-14
AC008074.3	2	f-39
AC008074.4	10	f-39
AC008074.4	20	f-390
AC008074.5	2	f-14
AC008074.5	7	f-39
AC008088.4	1	f-14
AC008088.4	2	f-38
AC008088.4	7	f-37
AC008088.4	9	f-392
AC008103.5	1	f-14
AC008132.13	1	f-390
AC008154.4	4	f-392
AC008171.1	1	f-91
AC008174.3	1	f-14
AC008265.2	1	f-38
AC008267.1	1	f-37
AC008268.2	18	f-14
AC008268.2	3	f-35
AC008268.2	67	f-12
AC008277.1	1	f-391
AC008278.2	3	f-390
AC008280.1	2	f-14
AC008280.5	6	f-14
AC008372.1	4	f-390
AC008391.1	2	f-14
AC008427.2	1	f-91
AC008440.10	1	f-37
AC008440.5	13	f-12
AC008537.1	1	f-14
AC008537.2	3	f-31
AC008537.2	31	f-22
AC008537.2	5	f-32
AC008537.2	7	f-21
AC008537.2	7	f-72
AC008537.2	71	f-23
AC008537.2	71	f-71
AC008537.2	97	f-33
AC008555.1	7	f-36
AC008581.1	46	f-91
AC008592.3	28	f-12
AC008592.3	3	f-14
AC008592.4	1	f-14
AC008592.4	1	f-28
AC008592.4	5	f-12
AC008592.5	6	f-391
AC008592.8	16	f-12
AC008671.1	2	f-91
AC008671.1	4	f-391
AC008686.1	1	f-14
AC008703.1	10	f-92
AC008735.9	1	f-13
AC008738.2	9	f-42
AC008746.12	102	f-12
AC008746.12	2	f-14
AC008746.12	24	f-91
AC008746.12	25	f-38
AC008746.12	29	f-390
AC008746.12	33	f-36
AC008746.12	45	f-37
AC008746.12	48	f-392
AC008746.12	49	f-92
AC008746.12	5	f-39
AC008746.12	51	f-391
AC008746.12	64	f-35
AC008746.12	7	f-42
AC008746.3	1	f-36
AC008746.3	1	f-392
AC008753.3	1	f-14
AC008753.4	3	f-14
AC008753.6	19	f-42
AC008753.6	2	f-35
AC008869.1	1	f-27
AC008937.2	1	f-14
AC008938.1	1	f-14
AC008940.1	1	f-14
AC008940.1	6	f-28
AC008967.1	1	f-14
AC008982.2	1	f-14
AC008982.2	5	f-391
AC008984.2	166	f-12
AC008984.2	6	f-14
AC008984.5	1	f-14
AC008984.6	6	f-14
AC008984.7	2	f-12
AC008984.7	4	f-14
AC008992.2	1	f-14
AC008993.5	2	f-14
AC009005.2	27	f-27
AC009005.2	3	f-14
AC009005.2	73	f-12
AC009014.3	1	f-39
AC009060.1	1	f-14
AC009061.1	2	f-28
AC009093.1	2	f-14
AC009093.1	38	f-27
AC009095.4	11	f-35
AC009120.3	1	f-91
AC009120.3	15	f-38
AC009120.3	20	f-392
AC009120.3	30	f-39
AC009120.3	4	f-28
AC009120.3	4	f-390
AC009120.3	49	f-36
AC009120.3	51	f-391
AC009120.3	53	f-42
AC009120.3	54	f-92
AC009120.3	59	f-37
AC009120.4	3	f-91
AC009120.5	1	f-14
AC009120.5	1	f-42
AC009120.5	23	f-38
AC009120.5	36	f-37
AC009120.5	4	f-390
AC009120.5	44	f-92
AC009120.5	9	f-391
AC009133.12	1	f-14
AC009133.14	12	f-390
AC009133.14	4	f-392
AC009133.17	1	f-14
AC009159.1	1	f-91
AC009196.1	3	f-42
AC009227.2	8	f-42
AC009228.1	8	f-390
AC009229.6	1	f-14
AC009229.6	1	f-392
AC009229.6	20	f-12
AC009234.1	11	f-390
AC009234.1	2	f-36
AC009236.1	1	f-14
AC009237.8	12	f-12
AC009276.4	1	f-391
AC009299.2	18	f-391
AC009299.2	2	f-14
AC009299.2	2	f-392
AC009299.2	43	f-92
AC009299.2	53	f-390
AC009299.2	8	f-91
AC009299.2	9	f-35
AC009299.2	9	f-36
AC009299.2	9	f-37
AC009299.3	102	f-35
AC009299.3	104	f-27
AC009299.3	133	f-390
AC009299.3	136	f-36
AC009299.3	149	f-391
AC009299.3	151	f-42
AC009299.3	159	f-39
AC009299.3	19	f-38
AC009299.3	2	f-14
AC009299.3	250	f-12
AC009299.3	69	f-91
AC009299.3	70	f-37
AC009299.3	74	f-92
AC009299.3	79	f-392
AC009299.4	15	f-28
AC009299.4	2	f-42
AC009299.5	7	f-28
AC009303.1	1	f-12
AC009303.1	13	f-37
AC009303.1	2	f-39
AC009312.1	79	f-390
AC009336.24	1	f-92
AC009362.2	1	f-37
AC009403.2	3	f-14
AC009404.2	1	f-42
AC009404.2	2	f-390
AC009404.2	2	f-391
AC009404.2	3	f-28
AC009404.2	43	f-36
AC009404.2	7	f-14
AC009404.2	87	f-92
AC009413.2	4	f-37
AC009414.1	1	f-27
AC009473.1	1	f-14
AC009473.1	1	f-92
AC009473.1	5	f-390
AC009492.1	1	f-39
AC009492.1	7	f-392
AC009495.1	6	f-392
AC009495.2	1	f-42
AC009495.2	3	f-14
AC009495.2	33	f-37
AC009495.2	42	f-91
AC009495.2	5	f-27
AC009495.2	67	f-12
AC009495.3	10	f-39
AC009495.3	11	f-28
AC009495.3	12	f-392
AC009495.3	14	f-91
AC009495.3	29	f-36
AC009495.3	31	f-37
AC009495.3	31	f-92
AC009495.3	4	f-14
AC009495.3	50	f-391
AC009495.3	55	f-27
AC009495.3	56	f-390
AC009495.3	75	f-38
AC009495.3	78	f-42
AC009495.3	99	f-35
AC009495.4	1	f-14
AC009495.4	26	f-36
AC009495.4	40	f-38
AC009495.4	9	f-390
AC009499.1	1	f-14
AC009501.4	17	f-12
AC009502.4	4	f-28
AC009505.2	5	f-39
AC009506.1	169	f-12
AC009518.8	2	f-14
AC009532.9	23	f-13
AC009542.2	1	f-14
AC009542.2	82	f-42
AC009656.11	265	f-13
AC009677.1	25	f-27
AC009784.3	10	f-28
AC009784.3	29	f-27
AC009784.3	3	f-91
AC009784.3	4	f-14
AC009796.6	83	f-13
AC009892.1	1	f-14
AC009892.1	24	f-28
AC009892.10	1	f-14
AC009892.2	1	f-14
AC009892.9	1	f-14
AC009948.5	1	f-14
AC009948.5	1	f-92
AC009948.5	31	f-39
AC009948.5	33	f-37
AC009948.5	46	f-391
AC009948.5	54	f-35
AC009948.5	68	f-392
AC009948.5	72	f-42
AC009948.5	72	f-91
AC009948.5	73	f-36
AC009948.5	77	f-390
AC009950.1	1	f-14
AC009950.2	2	f-14
AC009955.8	1	f-39
AC009955.8	20	f-28
AC009961.2	1	f-14
AC009961.3	1	f-35
AC009961.3	2	f-14
AC009961.3	233	f-391
AC009961.3	38	f-38
AC009961.3	39	f-39
AC009961.3	39	f-92
AC009961.3	43	f-390
AC009961.3	58	f-27
AC009961.3	64	f-12
AC009963.5	31	f-42
AC009963.6	1	f-27
AC009965.1	2	f-390
AC009965.2	7	f-92
AC009967.3	1	f-390
AC009974.11	1	f-391
AC010090.1	1	f-14
AC010090.1	6	f-28
AC010091.1	1	f-14
AC010132.11	95	f-12
AC010138.3	1	f-14
AC010146.1	1	f-92
AC010148.1	48	f-27
AC010149.4	1	f-14
AC010150.1	2	f-14
AC010175.1	8	f-302
AC010226.4	1	f-12
AC010226.4	2	f-14
AC010240.2	2	f-391
AC010323.1	1	f-14
AC010327.1	1	f-91
AC010336.1	1	f-35
AC010368.2	1	f-14
AC010458.1	1	f-14
AC010468.2	3	f-38
AC010492.2	109	f-12
AC010492.2	11	f-391
AC010492.2	14	f-42
AC010492.2	18	f-27
AC010492.2	19	f-91
AC010492.2	3	f-14
AC010492.2	4	f-28
AC010492.2	4	f-38
AC010492.2	8	f-39
AC010492.2	8	f-390
AC010492.2	8	f-92
AC010492.2	9	f-35
AC010492.4	2	f-14
AC010492.4	8	f-12
AC010524.2	1	f-14
AC010524.4	2	f-14
AC010524.4	5	f-391
AC010525.4	1	f-14
AC010525.4	7	f-92
AC010525.5	1	f-14
AC010525.6	2	f-14
AC010525.6	2	f-42
AC010536.1	1	f-42
AC010536.1	2	f-14
AC010536.1	2	f-392
AC010536.1	7	f-27
AC010609.1	1	f-14
AC010609.1	1	f-39
AC010642.1	16	f-12
AC010642.1	41	f-390
AC010642.1	6	f-27
AC010642.1	7	f-36
AC010642.1	7	f-38
AC010642.1	7	f-392
AC010642.1	7	f-91
AC010642.1	7	f-92
AC010677.5	1	f-14
AC010677.5	2	f-92
AC010729.1	20	f-392
AC010731.4	1	f-390
AC010731.6	19	f-12
AC010733.5	28	f-42
AC010733.7	1	f-35
AC010746.3	2	f-14
AC010746.3	4	f-37
AC010746.3	5	f-391
AC010760.1	1	f-37
AC010760.1	1	f-39
AC010760.1	1	f-42
AC010760.1	1	f-92
AC010760.1	2	f-36
AC010760.1	3	f-392
AC010760.1	4	f-391
AC010761.13	8	f-391
AC010761.8	1	f-390
AC010878.3	1	f-42
AC010878.3	156	f-12
AC010878.3	4	f-14
AC010883.5	114	f-39
AC010883.5	2	f-91
AC010883.5	260	f-390
AC010883.5	3	f-35
AC010883.5	3	f-392
AC010883.5	37	f-38
AC010883.5	4	f-14
AC010883.5	5	f-42
AC010886.2	5	f-392
AC010890.1	2	f-14
AC010894.3	2	f-14
AC010894.3	2	f-391
AC010907.2	16	f-39
AC010967.3	1	f-14
AC010971.1	1	f-35
AC010971.1	1	f-91
AC010976.2	1	f-14
AC010980.2	1	f-14
AC010982.1	1	f-390
AC010982.1	2	f-14
AC010982.1	21	f-12
AC010982.1	6	f-91
AC010982.1	77	f-37
AC011242.5	1	f-392
AC011242.6	1	f-392
AC011247.3	1	f-14
AC011284.3	3	f-391
AC011284.3	9	f-27
AC011290.4	1	f-39
AC011290.5	2	f-27
AC011290.5	4	f-390
AC011294.3	1	f-91
AC011294.3	28	f-391
AC011298.1	1	f-14
AC011298.2	1	f-14
AC011330.5	13	f-14
AC011330.5	136	f-37
AC011330.5	177	f-392
AC011330.5	181	f-38
AC011330.5	207	f-36
AC011330.5	246	f-91
AC011330.5	251	f-42
AC011330.5	29	f-27
AC011330.5	290	f-35
AC011330.5	307	f-28
AC011330.5	323	f-391
AC011330.5	361	f-92
AC011330.5	51	f-12
AC011330.5	65	f-390
AC011330.5	99	f-39
AC011330.6	1	f-14
AC011346.5	39	f-13
AC011385.2	1	f-14
AC011443.6	6	f-13
AC011465.1	1	f-39
AC011475.1	1	f-92
AC011484.1	122	f-23
AC011484.1	122	f-71
AC011484.1	152	f-33
AC011484.1	3	f-31
AC011498.1	1	f-27
AC011498.1	28	f-35
AC011499.1	1	f-37
AC011500.1	2	f-390
AC011513.4	1	f-14
AC011515.2	1	f-392
AC011515.2	4	f-14
AC011518.1	1	f-37
AC011524.3	11	f-91
AC011526.1	2	f-14
AC011526.1	2	f-36
AC011551.3	1	f-91
AC011551.3	3	f-14
AC011558.5	64	f-12
AC011648.1	1	f-39
AC011718.1	1	f-390
AC011742.3	2	f-14
AC011747.3	2	f-14
AC011747.4	15	f-27
AC011747.4	29	f-12
AC011747.4	7	f-14
AC011747.4	7	f-28
AC011747.7	1	f-14
AC011773.9	151	f-13
AC011816.1	3	f-14
AC011816.1	4	f-391
AC011816.1	79	f-12
AC011891.5	4	f-27
AC011893.3	1	f-14
AC011899.9	12	f-39
AC011899.9	2	f-35
AC011899.9	7	f-12
AC011899.9	7	f-14
AC011933.2	1	f-392
AC011933.2	2	f-42
